,OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore
0,2023-01-01 01:00:00,1196.13,1196.69,1194.55,1194.55,1245.8855,2023-01-01 01:14:59.999,1489586.282566,3690.0,455.2826,544279.929939,0.0
1,2023-01-01 01:15:00,1194.55,1196.7,1194.31,1196.61,1141.6075,2023-01-01 01:29:59.999,1364910.621171,3547.0,448.648,536439.979605,0.0
2,2023-01-01 01:30:00,1196.62,1196.62,1192.72,1193.64,2206.9409,2023-01-01 01:44:59.999,2634983.217098,4774.0,944.1535,1126915.998053,0.0
3,2023-01-01 01:45:00,1193.64,1195.06,1193.63,1194.09,1294.9501,2023-01-01 01:59:59.999,1546749.541943,3821.0,702.7453,839335.789798,0.0
4,2023-01-01 02:00:00,1194.09,1195.75,1193.84,1195.38,1175.801,2023-01-01 02:14:59.999,1404988.434296,2406.0,536.4094,640921.702352,0.0
5,2023-01-01 02:15:00,1195.38,1195.61,1195.01,1195.45,534.1101,2023-01-01 02:29:59.999,638407.730561,1787.0,274.3195,327877.953038,0.0
6,2023-01-01 02:30:00,1195.45,1195.58,1194.72,1194.92,815.5492,2023-01-01 02:44:59.999,974696.46141,1966.0,426.6058,509834.811906,0.0
7,2023-01-01 02:45:00,1194.92,1196.37,1194.92,1196.02,631.7476,2023-01-01 02:59:59.999,755382.368312,2086.0,346.5368,414305.315533,0.0
8,2023-01-01 03:00:00,1196.01,1196.02,1194.11,1195.22,1695.5041,2023-01-01 03:14:59.999,2025487.200115,2534.0,745.7027,890735.262337,0.0
9,2023-01-01 03:15:00,1195.21,1196.13,1195.02,1196.12,775.1099,2023-01-01 03:29:59.999,926668.828427,2214.0,417.8011,499469.546584,0.0
10,2023-01-01 03:30:00,1196.13,1196.74,1195.27,1195.27,745.934,2023-01-01 03:44:59.999,892280.31751,1941.0,319.7185,382446.357171,0.0
11,2023-01-01 03:45:00,1195.28,1195.72,1195.27,1195.4,535.4996,2023-01-01 03:59:59.999,640195.829902,1688.0,288.5108,344900.806666,0.0
12,2023-01-01 04:00:00,1195.41,1195.41,1192.28,1193.2,3422.853,2023-01-01 04:14:59.999,4084861.898563,3577.0,1484.2443,1771008.419158,0.0
13,2023-01-01 04:15:00,1193.19,1193.4,1191.71,1193.38,2262.1415,2023-01-01 04:29:59.999,2698023.774189,2659.0,1081.5616,1289979.28584,0.0
14,2023-01-01 04:30:00,1193.39,1194.0,1193.17,1194.0,923.9797,2023-01-01 04:44:59.999,1102710.999154,1913.0,472.5034,563901.119578,0.0
15,2023-01-01 04:45:00,1194.0,1194.39,1193.75,1194.04,884.4465,2023-01-01 04:59:59.999,1056010.157061,2095.0,371.2399,443236.68199,0.0
16,2023-01-01 05:00:00,1194.05,1194.05,1192.63,1192.64,1580.2392,2023-01-01 05:14:59.999,1885486.917094,2495.0,731.2059,872390.257889,0.0
17,2023-01-01 05:15:00,1192.63,1192.85,1190.57,1192.18,3052.2194,2023-01-01 05:29:59.999,3637521.702425,3365.0,1161.653,1384524.525571,0.0
18,2023-01-01 05:30:00,1192.18,1192.93,1192.03,1192.04,742.609,2023-01-01 05:44:59.999,885622.090773,1884.0,431.0014,514013.913475,0.0
19,2023-01-01 05:45:00,1192.03,1192.93,1191.98,1192.92,1034.1815,2023-01-01 05:59:59.999,1233216.171937,2467.0,508.4636,606296.026419,0.0
20,2023-01-01 06:00:00,1192.92,1193.53,1192.71,1193.29,614.5896,2023-01-01 06:14:59.999,733304.021927,1856.0,357.2607,426253.022029,0.0
21,2023-01-01 06:15:00,1193.29,1194.26,1193.13,1194.18,639.8875,2023-01-01 06:29:59.999,763799.820983,1965.0,294.4801,351486.928251,0.0
22,2023-01-01 06:30:00,1194.19,1194.26,1193.52,1194.1,541.5214,2023-01-01 06:44:59.999,646471.766787,1662.0,265.4122,316835.403708,0.0
23,2023-01-01 06:45:00,1194.09,1194.67,1194.09,1194.54,520.3463,2023-01-01 06:59:59.999,621505.627333,1849.0,286.5046,342195.864459,0.0
24,2023-01-01 07:00:00,1194.55,1195.23,1193.97,1194.09,1376.0106,2023-01-01 07:14:59.999,1643858.523342,2311.0,728.7311,870564.260067,0.0
25,2023-01-01 07:15:00,1194.09,1194.92,1194.09,1194.6,1068.8736,2023-01-01 07:29:59.999,1276731.218475,3544.0,671.5632,802096.618845,0.0
26,2023-01-01 07:30:00,1194.59,1194.6,1193.81,1194.37,642.782,2023-01-01 07:44:59.999,767561.396729,3222.0,364.0423,434705.066266,0.0
27,2023-01-01 07:45:00,1194.36,1194.82,1194.11,1194.81,1014.4295,2023-01-01 07:59:59.999,1211633.306531,3360.0,700.082,836160.997876,0.0
28,2023-01-01 08:00:00,1194.81,1195.18,1193.63,1194.37,1675.1834,2023-01-01 08:14:59.999,2001036.743766,2531.0,792.5515,946680.037956,0.0
29,2023-01-01 08:15:00,1194.36,1194.61,1193.04,1194.6,1522.0955,2023-01-01 08:29:59.999,1816776.185811,2538.0,821.1032,980022.017925,0.0
30,2023-01-01 08:30:00,1194.61,1195.17,1193.8,1195.16,910.7322,2023-01-01 08:44:59.999,1087987.855426,2187.0,480.8695,574488.599506,0.0
31,2023-01-01 08:45:00,1195.16,1195.75,1194.61,1195.06,1718.7587,2023-01-01 08:59:59.999,2054267.538578,2946.0,883.875,1056387.715868,0.0
32,2023-01-01 09:00:00,1195.07,1195.9,1194.5,1194.51,1266.4382,2023-01-01 09:14:59.999,1513910.696526,2171.0,465.4405,556409.402182,0.0
33,2023-01-01 09:15:00,1194.5,1195.55,1194.38,1195.28,652.5502,2023-01-01 09:29:59.999,779826.168045,1853.0,382.1751,456680.590891,0.0
34,2023-01-01 09:30:00,1195.27,1195.55,1194.24,1194.29,619.202,2023-01-01 09:44:59.999,740025.183078,1967.0,322.2313,385093.024891,0.0
35,2023-01-01 09:45:00,1194.3,1194.68,1194.17,1194.28,586.4118,2023-01-01 09:59:59.999,700387.79978,1973.0,338.2996,404041.43941,0.0
36,2023-01-01 10:00:00,1194.27,1194.58,1193.98,1194.57,757.7054,2023-01-01 10:14:59.999,904846.481432,2309.0,401.591,479576.092883,0.0
37,2023-01-01 10:15:00,1194.56,1195.62,1194.56,1194.76,817.1621,2023-01-01 10:29:59.999,976622.373076,2034.0,433.4632,518019.016069,0.0
38,2023-01-01 10:30:00,1194.76,1195.99,1194.76,1195.98,450.9908,2023-01-01 10:44:59.999,539046.582398,1781.0,345.7046,413207.018661,0.0
39,2023-01-01 10:45:00,1195.98,1196.55,1195.6,1196.48,738.0895,2023-01-01 10:59:59.999,882798.536161,2328.0,317.4031,379604.609162,0.0
40,2023-01-01 11:00:00,1196.47,1196.48,1195.7,1196.29,489.0501,2023-01-01 11:14:59.999,584888.707469,1907.0,223.8218,267676.142914,0.0
41,2023-01-01 11:15:00,1196.29,1196.34,1195.98,1196.21,380.1043,2023-01-01 11:29:59.999,454670.991664,1590.0,197.8851,236703.84633,0.0
42,2023-01-01 11:30:00,1196.22,1196.22,1195.59,1195.66,556.5141,2023-01-01 11:44:59.999,665470.739632,1721.0,205.8979,246187.410344,0.0
43,2023-01-01 11:45:00,1195.66,1197.19,1195.66,1197.14,580.9124,2023-01-01 11:59:59.999,694998.007567,1807.0,389.8897,466428.314532,0.0
44,2023-01-01 12:00:00,1197.14,1197.41,1196.59,1196.92,1058.8885,2023-01-01 12:14:59.999,1267535.263815,2241.0,544.6806,652017.873812,0.0
45,2023-01-01 12:15:00,1196.93,1196.93,1196.08,1196.16,618.4101,2023-01-01 12:29:59.999,739798.602619,1930.0,289.519,346326.598987,0.0
46,2023-01-01 12:30:00,1196.16,1196.44,1195.81,1196.05,773.119,2023-01-01 12:44:59.999,924802.243721,2118.0,328.43,392868.64897,0.0
47,2023-01-01 12:45:00,1196.04,1196.35,1195.72,1196.34,403.6366,2023-01-01 12:59:59.999,482749.356729,1532.0,207.4886,248157.836148,0.0
48,2023-01-01 13:00:00,1196.35,1197.55,1195.83,1197.21,1232.322,2023-01-01 13:14:59.999,1474425.845178,2553.0,852.9624,1020580.546484,0.0
49,2023-01-01 13:15:00,1197.21,1198.5,1196.73,1197.88,1598.1078,2023-01-01 13:29:59.999,1913667.693528,2671.0,785.5615,940677.97516,0.0
50,2023-01-01 13:30:00,1197.88,1198.36,1196.95,1197.02,908.7877,2023-01-01 13:44:59.999,1088349.154499,2100.0,357.4434,428061.695958,0.0
51,2023-01-01 13:45:00,1197.03,1197.58,1197.02,1197.17,679.519,2023-01-01 13:59:59.999,813512.890173,1904.0,364.9779,436937.211181,0.0
52,2023-01-01 14:00:00,1197.16,1197.29,1196.21,1196.37,939.55,2023-01-01 14:14:59.999,1124549.908214,2487.0,423.8682,507326.860717,0.0
53,2023-01-01 14:15:00,1196.38,1196.38,1195.67,1196.06,836.4038,2023-01-01 14:29:59.999,1000387.805723,2495.0,421.3684,503970.451441,0.0
54,2023-01-01 14:30:00,1196.06,1196.12,1193.54,1194.56,2497.7123,2023-01-01 14:44:59.999,2983755.044516,3427.0,785.6632,938405.481063,0.0
55,2023-01-01 14:45:00,1194.56,1195.26,1194.17,1195.26,530.7829,2023-01-01 14:59:59.999,634141.740389,1784.0,284.242,339587.884823,0.0
56,2023-01-01 15:00:00,1195.26,1195.5,1194.69,1195.49,934.0585,2023-01-01 15:14:59.999,1116420.830439,2306.0,520.4617,622047.947633,0.0
57,2023-01-01 15:15:00,1195.49,1195.86,1195.43,1195.59,712.3706,2023-01-01 15:29:59.999,851729.193534,1799.0,283.9851,339515.50955,0.0
58,2023-01-01 15:30:00,1195.58,1195.63,1194.84,1194.92,795.6312,2023-01-01 15:44:59.999,950889.866055,1964.0,387.5676,463211.444038,0.0
