,OpenTime,XRP-USD_Open,XRP-USD_High,XRP-USD_Low,XRP-USD_Close,XRP-USD_volume,CloseTime,XRP-QuoteAssetVolume,XRP-NumberOfTrades,XRP-TBBAV,XRP-TBQAV,XRP-ignore
0,2023-01-01 01:00:00,0.3389,0.339,0.3369,0.3381,27130528.0,2023-01-01 04:59:59.999,9177733.505,10814.0,13678403.0,4627664.7936,0.0
1,2023-01-01 05:00:00,0.3381,0.3384,0.3354,0.3368,17896917.0,2023-01-01 08:59:59.999,6022356.0126,8288.0,9507044.0,3199377.7302,0.0
2,2023-01-01 09:00:00,0.3367,0.3386,0.3364,0.3385,13008648.0,2023-01-01 12:59:59.999,4391795.6997,6551.0,7496895.0,2531224.6266,0.0
3,2023-01-01 13:00:00,0.3384,0.3388,0.3363,0.3369,16099476.0,2023-01-01 16:59:59.999,5437704.7766,7913.0,8561460.0,2892085.5523,0.0
4,2023-01-01 17:00:00,0.3368,0.34,0.3368,0.339,14217506.0,2023-01-01 20:59:59.999,4812956.8052,8241.0,7589801.0,2569485.2277,0.0
5,2023-01-01 21:00:00,0.339,0.3394,0.3377,0.3387,13673746.0,2023-01-02 00:59:59.999,4629091.7723,6854.0,6758674.0,2288062.7171,0.0
6,2023-01-02 01:00:00,0.3386,0.3395,0.3,0.3287,244189371.0,2023-01-02 04:59:59.999,78849758.3023,112839.0,114958251.0,37169866.5169,0.0
7,2023-01-02 05:00:00,0.3286,0.3394,0.3264,0.3378,89630194.0,2023-01-02 08:59:59.999,29831864.8747,40048.0,47161223.0,15691130.0512,0.0
8,2023-01-02 09:00:00,0.3378,0.3479,0.3377,0.3445,100294349.0,2023-01-02 12:59:59.999,34483070.1668,39318.0,51620765.0,17745619.0502,0.0
9,2023-01-02 13:00:00,0.3445,0.3531,0.3422,0.3512,83203461.0,2023-01-02 16:59:59.999,28847903.027,33156.0,43723875.0,15161833.0145,0.0
10,2023-01-02 17:00:00,0.3512,0.3555,0.3496,0.3517,74186381.0,2023-01-02 20:59:59.999,26107434.5007,31836.0,35947299.0,12650295.1801,0.0
11,2023-01-02 21:00:00,0.3517,0.3549,0.3474,0.3482,56016731.0,2023-01-03 00:59:59.999,19683968.8731,28463.0,27412162.0,9638202.8107,0.0
12,2023-01-03 01:00:00,0.3482,0.3482,0.3417,0.343,70429901.0,2023-01-03 04:59:59.999,24253042.1598,31878.0,32105329.0,11053930.1649,0.0
13,2023-01-03 05:00:00,0.3429,0.352,0.3421,0.3491,58824672.0,2023-01-03 08:59:59.999,20407976.6339,28524.0,30676231.0,10639453.6166,0.0
14,2023-01-03 09:00:00,0.349,0.3496,0.3437,0.3441,61962623.0,2023-01-03 12:59:59.999,21443548.3524,28427.0,28260849.0,9780595.5597,0.0
15,2023-01-03 13:00:00,0.3441,0.3473,0.3395,0.3434,72498654.0,2023-01-03 16:59:59.999,24970862.7722,29922.0,39432569.0,13586429.5394,0.0
16,2023-01-03 17:00:00,0.3434,0.3456,0.3412,0.3456,43918051.0,2023-01-03 20:59:59.999,15065859.2187,18501.0,24177254.0,8294582.3488,0.0
17,2023-01-03 21:00:00,0.3455,0.3468,0.3432,0.3436,38776433.0,2023-01-04 00:59:59.999,13370039.5341,16861.0,17666240.0,6093469.6733,0.0
18,2023-01-04 01:00:00,0.3436,0.3525,0.3421,0.3486,70788622.0,2023-01-04 04:59:59.999,24565279.5827,30841.0,35007505.0,12151472.5039,0.0
19,2023-01-04 05:00:00,0.3486,0.3505,0.347,0.3498,64742901.0,2023-01-04 08:59:59.999,22563813.3376,25747.0,33275688.0,11597374.0142,0.0
20,2023-01-04 09:00:00,0.3498,0.351,0.3475,0.3491,45882791.0,2023-01-04 12:59:59.999,16034201.661,18458.0,25566687.0,8934662.7889,0.0
21,2023-01-04 13:00:00,0.349,0.3493,0.3434,0.3476,61098456.0,2023-01-04 16:59:59.999,21219301.7288,23518.0,31992799.0,11114682.6423,0.0
22,2023-01-04 17:00:00,0.3475,0.3605,0.339,0.3468,86677058.0,2023-01-04 20:59:59.999,30150481.7744,32647.0,45933182.0,15984755.5405,0.0
23,2023-01-04 21:00:00,0.3468,0.3481,0.344,0.3472,43482968.0,2023-01-05 00:59:59.999,15052226.6439,16466.0,21251994.0,7356331.6144,0.0
24,2023-01-05 01:00:00,0.3471,0.3487,0.344,0.3457,31314710.0,2023-01-05 04:59:59.999,10830234.1011,13566.0,16937178.0,5856867.5576,0.0
25,2023-01-05 05:00:00,0.3456,0.3482,0.3434,0.345,32096503.0,2023-01-05 08:59:59.999,11106037.9386,14122.0,15541606.0,5377930.0177,0.0
26,2023-01-05 09:00:00,0.345,0.3455,0.337,0.3418,68953231.0,2023-01-05 12:59:59.999,23569595.9175,25913.0,32378476.0,11065464.7088,0.0
27,2023-01-05 13:00:00,0.3418,0.3424,0.3383,0.3397,53662911.0,2023-01-05 16:59:59.999,18279669.2327,20397.0,25250336.0,8600835.2084,0.0
28,2023-01-05 17:00:00,0.3397,0.3416,0.3377,0.3412,36135204.0,2023-01-05 20:59:59.999,12269024.9813,15208.0,19650728.0,6672457.2488,0.0
29,2023-01-05 21:00:00,0.3411,0.342,0.3333,0.338,43367109.0,2023-01-06 00:59:59.999,14681286.9653,17704.0,19535950.0,6614258.9248,0.0
30,2023-01-06 01:00:00,0.338,0.3407,0.3357,0.3394,39421569.0,2023-01-06 04:59:59.999,13341893.2117,16832.0,18935939.0,6408379.187,0.0
31,2023-01-06 05:00:00,0.3393,0.3394,0.3311,0.3351,65672626.0,2023-01-06 08:59:59.999,21989421.3564,25453.0,31720119.0,10620488.4951,0.0
32,2023-01-06 09:00:00,0.335,0.3369,0.334,0.3346,34800711.0,2023-01-06 12:59:59.999,11670663.0793,16848.0,17383935.0,5830948.334,0.0
33,2023-01-06 13:00:00,0.3345,0.3381,0.3331,0.3379,60596130.0,2023-01-06 16:59:59.999,20347993.2568,26298.0,31575023.0,10603272.5762,0.0
34,2023-01-06 17:00:00,0.3379,0.3426,0.336,0.342,42656751.0,2023-01-06 20:59:59.999,14442340.0919,20164.0,23731092.0,8034486.758,0.0
35,2023-01-06 21:00:00,0.342,0.3462,0.3405,0.3443,35157142.0,2023-01-07 00:59:59.999,12061626.0369,19216.0,17833125.0,6118803.8361,0.0
36,2023-01-07 01:00:00,0.3442,0.3455,0.3424,0.3425,22035019.0,2023-01-07 04:59:59.999,7577619.877,11563.0,10860105.0,3735968.3483,0.0
37,2023-01-07 05:00:00,0.3425,0.3436,0.3413,0.3426,15796344.0,2023-01-07 08:59:59.999,5409796.6513,7674.0,7279825.0,2493350.905,0.0
38,2023-01-07 09:00:00,0.3427,0.3433,0.3419,0.3427,10731828.0,2023-01-07 12:59:59.999,3675885.5574,6719.0,4757981.0,1629989.5811,0.0
39,2023-01-07 13:00:00,0.3426,0.3456,0.342,0.3448,25061855.0,2023-01-07 16:59:59.999,8619277.3881,12800.0,13331034.0,4585565.2764,0.0
40,2023-01-07 17:00:00,0.3448,0.3457,0.3426,0.3448,20534870.0,2023-01-07 20:59:59.999,7069771.7537,9918.0,9760936.0,3361522.5552,0.0
41,2023-01-07 21:00:00,0.3448,0.3451,0.3429,0.3442,9691508.0,2023-01-08 00:59:59.999,3333148.242,6190.0,4841436.0,1665025.9069,0.0
