,OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore
0,2023-01-01 01:00:00,1196.13,1196.74,1191.71,1194.04,20292.0602,2023-01-01 04:59:59.999,24235943.662278,42698.0,9315.9832,11125588.959548,0.0
1,2023-01-01 05:00:00,1194.05,1195.75,1190.57,1195.06,18654.4594,2023-01-01 08:59:59.999,22266780.887917,40182.0,9478.7993,11315101.25611,0.0
2,2023-01-01 09:00:00,1195.07,1197.41,1193.98,1196.34,10749.1851,2023-01-01 12:59:59.999,12852377.733712,31262.0,5393.9211,6448997.866186,0.0
3,2023-01-01 13:00:00,1196.35,1198.5,1193.54,1196.81,15490.8573,2023-01-01 16:59:59.999,18524406.038219,35644.0,7358.6782,8800002.440741,0.0
4,2023-01-01 17:00:00,1196.81,1204.51,1195.88,1201.78,31016.5151,2023-01-01 20:59:59.999,37231276.810462,46087.0,17219.7949,20666788.710457,0.0
5,2023-01-01 21:00:00,1201.77,1204.67,1199.36,1200.34,21558.9914,2023-01-02 00:59:59.999,25904211.52312,37278.0,11288.324,13562201.195763,0.0
6,2023-01-02 01:00:00,1200.33,1203.53,1193.0,1201.94,32154.2478,2023-01-02 04:59:59.999,38502953.729364,47332.0,14939.007,17887336.642279,0.0
7,2023-01-02 05:00:00,1201.94,1220.0,1199.87,1213.09,66008.5222,2023-01-02 08:59:59.999,79870980.271572,72579.0,38382.694,46443752.155012,0.0
8,2023-01-02 09:00:00,1213.08,1224.29,1212.74,1217.35,66284.4263,2023-01-02 12:59:59.999,80742427.938378,71855.0,27447.2335,33422571.027241,0.0
9,2023-01-02 13:00:00,1217.35,1220.98,1214.04,1219.0,36928.9083,2023-01-02 16:59:59.999,44953561.377968,53136.0,18893.7658,23001232.726543,0.0
10,2023-01-02 17:00:00,1219.0,1220.29,1215.74,1218.87,19161.1508,2023-01-02 20:59:59.999,23335026.39599,36337.0,9284.389,11308235.453588,0.0
11,2023-01-02 21:00:00,1218.88,1223.85,1211.22,1214.0,32256.8846,2023-01-03 00:59:59.999,39252487.814207,48761.0,14522.8541,17674047.605932,0.0
12,2023-01-03 01:00:00,1213.99,1216.81,1211.5,1215.59,24749.0492,2023-01-03 04:59:59.999,30053819.969686,41881.0,11717.2374,14229408.552013,0.0
13,2023-01-03 05:00:00,1215.58,1219.89,1213.41,1216.61,21528.6796,2023-01-03 08:59:59.999,26190682.37443,39001.0,10363.8878,12608895.664308,0.0
14,2023-01-03 09:00:00,1216.61,1218.57,1213.99,1214.98,29878.862,2023-01-03 12:59:59.999,36338645.854669,45578.0,14864.7227,18079140.578227,0.0
15,2023-01-03 13:00:00,1214.98,1219.24,1206.0,1211.76,58325.5432,2023-01-03 16:59:59.999,70767116.128941,69873.0,29567.4476,35884087.073389,0.0
16,2023-01-03 17:00:00,1211.77,1212.76,1204.93,1209.5,34435.0998,2023-01-03 20:59:59.999,41613048.63848,56218.0,14462.471,17477902.734773,0.0
17,2023-01-03 21:00:00,1209.51,1216.39,1209.44,1214.55,36602.2606,2023-01-04 00:59:59.999,44362030.286039,44158.0,16897.585,20481138.408099,0.0
18,2023-01-04 01:00:00,1214.56,1254.96,1212.71,1250.74,139538.0914,2023-01-04 04:59:59.999,172695583.041802,135025.0,76338.6984,94417389.2538,0.0
19,2023-01-04 05:00:00,1250.73,1254.54,1247.3,1252.0,68736.3706,2023-01-04 08:59:59.999,85962103.715182,72931.0,31897.1774,39891821.323472,0.0
20,2023-01-04 09:00:00,1252.0,1264.0,1248.59,1251.58,46922.3247,2023-01-04 12:59:59.999,58757025.51357,63469.0,23989.4151,30042488.941465,0.0
21,2023-01-04 13:00:00,1251.59,1258.09,1241.89,1255.88,71909.5254,2023-01-04 16:59:59.999,89972576.778814,88651.0,37652.0346,47114140.512021,0.0
22,2023-01-04 17:00:00,1255.89,1272.6,1251.12,1254.38,94491.386,2023-01-04 20:59:59.999,119072907.878793,111002.0,49941.2717,62944826.9282,0.0
23,2023-01-04 21:00:00,1254.39,1257.7,1245.44,1256.9,36201.9667,2023-01-05 00:59:59.999,45345564.229894,55342.0,17039.7455,21347487.662206,0.0
24,2023-01-05 01:00:00,1256.91,1259.95,1252.19,1252.77,44218.6322,2023-01-05 04:59:59.999,55471083.283565,55320.0,20568.4196,25804162.832593,0.0
25,2023-01-05 05:00:00,1252.77,1255.0,1247.48,1251.03,39603.8474,2023-01-05 08:59:59.999,49589106.759731,49296.0,18053.0136,22611296.966421,0.0
26,2023-01-05 09:00:00,1251.03,1256.14,1245.3,1255.91,51362.3283,2023-01-05 12:59:59.999,64278875.285236,59253.0,29632.1709,37102366.21749,0.0
27,2023-01-05 13:00:00,1255.9,1256.01,1242.81,1249.11,74344.8435,2023-01-05 16:59:59.999,92885905.837364,76486.0,36719.5019,45886214.603556,0.0
