,OpenTime,LTC-USD_Open,LTC-USD_High,LTC-USD_Low,LTC-USD_Close,LTC-USD_volume,CloseTime,LTC-QuoteAssetVolume,LTC-NumberOfTrades,LTC-TBBAV,LTC-TBQAV,LTC-ignore
0,2023-01-01 01:00:00,70.14,70.24,69.14,69.46,89455.444,2023-01-01 04:59:59.999,6223169.41364,11452.0,39463.89,2746382.60729,0.0
1,2023-01-01 05:00:00,69.46,69.55,68.91,69.51,37094.745,2023-01-01 08:59:59.999,2569520.17198,6548.0,14300.868,991256.84464,0.0
2,2023-01-01 09:00:00,69.52,70.65,69.38,70.22,95368.842,2023-01-01 12:59:59.999,6685455.633,14871.0,52864.33,3705485.13619,0.0
3,2023-01-01 13:00:00,70.21,70.53,69.56,70.37,72768.486,2023-01-01 16:59:59.999,5099329.61076,11409.0,38154.264,2674765.78916,0.0
4,2023-01-01 17:00:00,70.37,71.55,70.17,70.93,129946.741,2023-01-01 20:59:59.999,9215742.48036,19244.0,65861.628,4671250.76619,0.0
5,2023-01-01 21:00:00,70.93,71.48,70.53,70.91,73190.166,2023-01-02 00:59:59.999,5190559.27698,11212.0,29242.914,2074919.28073,0.0
6,2023-01-02 01:00:00,70.92,71.11,70.0,70.9,93184.991,2023-01-02 04:59:59.999,6568247.9557,15783.0,47375.033,3341467.80238,0.0
7,2023-01-02 05:00:00,70.9,77.96,70.19,74.8,271536.834,2023-01-02 08:59:59.999,19994437.74517,47102.0,142181.774,10471815.28034,0.0
8,2023-01-02 09:00:00,74.81,76.03,74.46,75.29,309728.526,2023-01-02 12:59:59.999,23321999.40054,44681.0,153002.089,11525414.98236,0.0
9,2023-01-02 13:00:00,75.3,77.09,75.06,75.16,196919.356,2023-01-02 16:59:59.999,14875812.574,31837.0,92010.885,6955274.7752,0.0
10,2023-01-02 17:00:00,75.15,75.35,74.34,74.99,113730.906,2023-01-02 20:59:59.999,8505908.73673,17450.0,54523.078,4078164.95251,0.0
11,2023-01-02 21:00:00,74.97,75.67,74.68,74.74,71894.668,2023-01-03 00:59:59.999,5400753.68511,13810.0,32805.192,2464729.29885,0.0
12,2023-01-03 01:00:00,74.75,75.79,74.44,75.56,97520.338,2023-01-03 04:59:59.999,7324602.22646,16640.0,51750.791,3889981.18066,0.0
13,2023-01-03 05:00:00,75.57,76.52,75.19,75.98,133811.019,2023-01-03 08:59:59.999,10154754.78855,21508.0,66374.836,5039603.5191,0.0
14,2023-01-03 09:00:00,75.97,76.1,75.18,75.44,104218.47,2023-01-03 12:59:59.999,7881100.78954,15476.0,46210.959,3494747.89522,0.0
15,2023-01-03 13:00:00,75.45,75.72,73.62,74.67,200948.238,2023-01-03 16:59:59.999,15016179.65342,30020.0,86679.243,6478259.66817,0.0
16,2023-01-03 17:00:00,74.68,75.91,74.32,75.13,144075.312,2023-01-03 20:59:59.999,10826029.29036,24421.0,72432.152,5444065.52841,0.0
