OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2020-01-01 01:00:00,7195.24,7196.25,7175.46,7177.02,511.814901,2020-01-01 01:59:59.999,3675856.57948543,7640.0,226.153126,1624289.18965037,0.0
2020-01-01 02:00:00,7176.47,7230.0,7175.71,7216.27,883.052603,2020-01-01 02:59:59.999,6365952.54111276,9033.0,570.721419,4114804.04969093,0.0
2020-01-01 03:00:00,7215.52,7244.87,7211.41,7242.85,655.156809,2020-01-01 03:59:59.999,4736719.38819138,7466.0,357.180263,2582513.82508776,0.0
2020-01-01 04:00:00,7242.66,7245.0,7220.0,7225.01,783.724867,2020-01-01 04:59:59.999,5667367.29300603,8337.0,394.810811,2854987.35529137,0.0
2020-01-01 05:00:00,7225.0,7230.0,7215.03,7217.27,467.812578,2020-01-01 05:59:59.999,3379093.84979077,5896.0,243.514706,1759053.44836794,0.0
2020-01-01 06:00:00,7217.26,7229.76,7216.65,7224.21,344.670596,2020-01-01 06:59:59.999,2489507.24663728,6529.0,194.898525,1407859.39772595,0.0
2020-01-01 07:00:00,7224.24,7236.27,7221.51,7225.62,621.467023,2020-01-01 07:59:59.999,4493048.24570801,9718.0,288.40033,2085093.09034902,0.0
2020-01-01 08:00:00,7225.88,7232.94,7199.11,7209.83,627.344854,2020-01-01 08:59:59.999,4528532.93295699,7848.0,322.897675,2330844.43949271,0.0
2020-01-01 09:00:00,7209.83,7210.0,7180.0,7200.64,915.545974,2020-01-01 09:59:59.999,6584766.36902302,8847.0,440.887464,3171436.98880032,0.0
2020-01-01 10:00:00,7200.29,7210.51,7188.0,7188.77,636.386102,2020-01-01 10:59:59.999,4580279.61372286,7177.0,287.518333,2069473.90367405,0.0
2020-01-01 11:00:00,7189.07,7210.0,7185.2,7202.0,537.762804,2020-01-01 11:59:59.999,3872434.23941144,6417.0,288.278481,2075906.2694043,0.0
2020-01-01 12:00:00,7202.01,7237.73,7188.61,7197.2,1076.959481,2020-01-01 12:59:59.999,7769838.36840155,11066.0,545.660036,3936878.73439429,0.0
2020-01-01 13:00:00,7197.2,7233.33,7196.15,7225.59,868.75358,2020-01-01 13:59:59.999,6269445.53871061,9402.0,504.454945,3640707.64255483,0.0
2020-01-01 14:00:00,7225.84,7231.89,7212.88,7221.2,612.180902,2020-01-01 14:59:59.999,4421321.60662347,7240.0,323.270645,2334754.37112301,0.0
2020-01-01 15:00:00,7221.17,7234.97,7208.17,7221.43,617.714185,2020-01-01 15:59:59.999,4461596.1374092,8130.0,317.526088,2293469.15010773,0.0
2020-01-01 16:00:00,7221.6,7255.0,7218.29,7234.19,1393.888792,2020-01-01 16:59:59.999,10083196.37797081,11777.0,941.027441,6807778.16446788,0.0
2020-01-01 17:00:00,7234.2,7246.42,7214.0,7245.37,881.93278,2020-01-01 17:59:59.999,6373549.30719837,9499.0,454.718045,3286159.42922481,0.0
2020-01-01 18:00:00,7244.34,7249.99,7224.92,7236.83,1069.210567,2020-01-01 18:59:59.999,7740371.19418923,9809.0,688.263371,4982656.31043735,0.0
2020-01-01 19:00:00,7237.02,7246.72,7225.17,7240.67,611.693307,2020-01-01 19:59:59.999,4426678.3931608,7712.0,322.847276,2336417.57816526,0.0
2020-01-01 20:00:00,7240.8,7241.0,7225.49,7229.48,417.746637,2020-01-01 20:59:59.999,3021175.27526242,5857.0,207.231902,1498924.74940944,0.0
2020-01-01 21:00:00,7229.48,7242.98,7224.68,7236.73,391.834174,2020-01-01 21:59:59.999,2834515.14512445,5465.0,198.754804,1437840.00843916,0.0
