OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2021-01-01 01:00:00,28923.63,29600.0,28624.57,29331.69,54182.925011,2021-01-02 00:59:59.999,1582526989.1618726,1314910.0,27455.801725,802247744.5451041,0.0
2021-01-02 01:00:00,29331.7,33300.0,28946.53,32178.33,129993.873362,2021-01-03 00:59:59.999,4073842163.671541,2245922.0,67446.305246,2110334723.8871458,0.0
2021-01-03 01:00:00,32176.45,34778.11,31962.99,33000.05,120957.56675,2021-01-04 00:59:59.999,4057598425.4920163,2369698.0,59750.332871,2004428433.9318461,0.0
2021-01-04 01:00:00,33000.05,33600.0,28130.0,31988.71,140899.88569,2021-01-05 00:59:59.999,4429010349.695345,2642408.0,69088.46923,2173435409.016988,0.0
2021-01-05 01:00:00,31989.75,34360.0,29900.0,33949.53,116049.997038,2021-01-06 00:59:59.999,3743617144.6469154,2526851.0,59691.754755,1927195093.6415496,0.0
2021-01-06 01:00:00,33949.53,36939.21,33288.0,36769.36,127139.20131,2021-01-07 00:59:59.999,4431954248.519614,2591783.0,63052.914652,2199632470.221549,0.0
2021-01-07 01:00:00,36769.36,40365.0,36300.0,39432.28,132825.700437,2021-01-08 00:59:59.999,5062569943.383371,2814686.0,65055.107136,2482583239.8564973,0.0
2021-01-08 01:00:00,39432.48,41950.0,36500.0,40582.81,139789.957499,2021-01-09 00:59:59.999,5568443208.731365,2925632.0,67300.155216,2684975445.978905,0.0
2021-01-09 01:00:00,40586.96,41380.0,38720.0,40088.22,75785.979675,2021-01-10 00:59:59.999,3054779029.1617765,1998156.0,37007.321909,1491990705.5516992,0.0
2021-01-10 01:00:00,40088.22,41350.0,35111.11,38150.02,118209.544503,2021-01-11 00:59:59.999,4604034729.507071,2628050.0,55451.344673,2160976896.8280272,0.0
2021-01-11 01:00:00,38150.02,38264.74,30420.0,35404.47,251156.138287,2021-01-12 00:59:59.999,8497730017.898506,4472957.0,123241.588782,4171891522.056786,0.0
2021-01-12 01:00:00,35410.37,36628.0,32531.0,34051.24,133948.151996,2021-01-13 00:59:59.999,4651302423.484117,2674145.0,65098.310196,2261732478.8300514,0.0
2021-01-13 01:00:00,34049.15,37850.0,32380.0,37371.38,124477.914938,2021-01-14 00:59:59.999,4322876606.419626,2514289.0,63981.038306,2222872691.371912,0.0
2021-01-14 01:00:00,37371.38,40100.0,36701.23,39144.5,102950.389421,2021-01-15 00:59:59.999,3974826638.1450887,2297466.0,51264.467092,1979442593.0499995,0.0
2021-01-15 01:00:00,39145.21,39747.76,34408.0,36742.22,118300.920916,2021-01-16 00:59:59.999,4371588898.681637,2560801.0,57738.03422,2133723812.7598622,0.0
