OpenTime,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,CloseTime,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2021-01-01 01:00:00,28923.63,29470.0,28690.17,29278.4,11560.456553,2021-01-01 04:59:59.999,337730077.55709404,262441.0,6354.750111,185675832.60984153,0.0
2021-01-01 05:00:00,29278.41,29395.0,28806.54,29092.83,7308.910274,2021-01-01 08:59:59.999,212959808.1209763,196772.0,3437.053243,100170352.33508395,0.0
2021-01-01 09:00:00,29092.84,29402.57,28872.24,29313.49,8283.705319,2021-01-01 12:59:59.999,241843536.24794328,195352.0,4554.094883,132989690.4973169,0.0
2021-01-01 13:00:00,29313.49,29600.0,29030.14,29188.67,11794.949515,2021-01-01 16:59:59.999,346262815.4359047,269572.0,5950.099715,174770117.20762047,0.0
2021-01-01 17:00:00,29188.67,29360.0,28624.57,29029.04,9850.965345,2021-01-01 20:59:59.999,286439126.23657554,237490.0,4347.017575,126457429.93102378,0.0
2021-01-01 21:00:00,29029.04,29338.89,28880.37,29331.69,5383.938005,2021-01-02 00:59:59.999,157291625.56337875,153283.0,2812.786198,82184321.96421748,0.0
2021-01-02 01:00:00,29331.7,29469.0,28946.53,29351.95,7393.028526,2021-01-02 04:59:59.999,216316507.26705596,166125.0,3690.672938,108013435.66927001,0.0
2021-01-02 05:00:00,29351.95,29820.5,29220.0,29750.0,9865.642845,2021-01-02 08:59:59.999,291957821.46943516,202762.0,6322.783094,187156091.77645305,0.0
2021-01-02 09:00:00,29751.47,29899.0,29473.91,29755.0,9226.804608,2021-01-02 12:59:59.999,274369857.0248629,197876.0,4393.189362,130664922.08897401,0.0
2021-01-02 13:00:00,29754.99,31800.0,29741.39,31691.29,34028.973399,2021-01-02 16:59:59.999,1050932902.1150658,568973.0,18735.443501,577688213.6588075,0.0
2021-01-02 17:00:00,31691.09,33300.0,31616.42,33027.2,34849.617798,2021-01-02 20:59:59.999,1137521994.565701,558167.0,17910.376313,584851099.4984124,0.0
2021-01-02 21:00:00,33027.2,33061.37,30300.0,32178.33,34629.806186,2021-01-03 00:59:59.999,1102743081.2294204,552019.0,16393.840038,521960961.1952289,0.0
2021-01-03 01:00:00,32176.45,32884.09,31962.99,32573.87,10890.302907,2021-01-03 04:59:59.999,354166675.80315745,228605.0,5439.988071,176900512.45244798,0.0
2021-01-03 05:00:00,32576.11,34778.11,32450.0,34452.34,26286.126296,2021-01-03 08:59:59.999,890390017.737399,468152.0,13754.822482,465470008.5208066,0.0
2021-01-03 09:00:00,34451.78,34670.41,33403.0,34413.53,22651.532867,2021-01-03 12:59:59.999,772577341.6201433,438165.0,10987.166837,374834425.4890614,0.0
2021-01-03 13:00:00,34413.53,34600.0,32727.0,33506.62,23240.077177,2021-01-03 16:59:59.999,785083115.4879143,430705.0,11010.248268,372146448.65953416,0.0
2021-01-03 17:00:00,33505.15,33822.69,32267.0,32772.21,22427.187643,2021-01-03 20:59:59.999,739419782.9814188,432712.0,10953.33222,361219054.1825027,0.0
2021-01-03 21:00:00,32775.1,33861.92,32600.0,33000.05,15462.33986,2021-01-04 00:59:59.999,515961491.8619836,371359.0,7604.774993,253857984.6274934,0.0
2021-01-04 01:00:00,33000.05,33588.0,32400.25,33505.16,14536.79062,2021-01-04 04:59:59.999,480464953.86164075,327255.0,7073.924013,233831013.31267703,0.0
2021-01-04 05:00:00,33505.15,33600.0,31505.0,32068.84,21398.871909,2021-01-04 08:59:59.999,701401904.4192685,414734.0,11016.529498,361097511.55793595,0.0
2021-01-04 09:00:00,32068.84,32567.88,28130.0,30743.06,46591.471025,2021-01-04 12:59:59.999,1417817418.0990508,773993.0,21800.712599,663484828.91132,0.0
2021-01-04 13:00:00,30742.99,32185.67,30454.25,31745.72,26592.539453,2021-01-04 16:59:59.999,834727120.3831356,470560.0,12617.515823,396060237.7851907,0.0
2021-01-04 17:00:00,31745.71,31920.0,30626.36,31665.51,19886.660603,2021-01-04 20:59:59.999,620725769.1765472,375567.0,10451.49495,326221629.66383487,0.0
2021-01-04 21:00:00,31665.52,32031.01,30856.08,31988.71,11893.55208,2021-01-05 00:59:59.999,373873183.7557021,280299.0,6128.292347,192740187.78602934,0.0
2021-01-05 01:00:00,31989.75,32853.38,31130.86,31200.0,20813.0786,2021-01-05 04:59:59.999,672370621.7292922,388923.0,11188.615029,361654009.2029939,0.0
2021-01-05 05:00:00,31190.04,31538.45,29900.0,30817.77,23019.057178,2021-01-05 08:59:59.999,709420501.5660572,516921.0,10754.628892,331360927.2028385,0.0
2021-01-05 09:00:00,30817.78,31821.94,30817.78,31776.66,13255.6011,2021-01-05 12:59:59.999,416370776.8270581,334534.0,7003.038911,220019453.65984267,0.0
2021-01-05 13:00:00,31776.66,32375.07,31111.78,32099.98,16243.276369,2021-01-05 16:59:59.999,516942035.3631131,394782.0,8773.504812,279292102.6793839,0.0
2021-01-05 17:00:00,32099.97,34187.09,31763.23,33697.75,23832.165758,2021-01-05 20:59:59.999,788306836.9160733,506591.0,12682.248709,419781729.0035478,0.0
2021-01-05 21:00:00,33693.8,34360.0,33318.0,33949.53,18886.818033,2021-01-06 00:59:59.999,640206372.2453215,385100.0,9289.718402,315086871.8929429,0.0
2021-01-06 01:00:00,33949.53,34170.0,33288.0,34117.59,15779.353879,2021-01-06 04:59:59.999,533400577.3330188,302027.0,7290.072339,246581498.8313419,0.0
2021-01-06 05:00:00,34116.76,35766.58,34109.83,34676.4,26152.96499,2021-01-06 08:59:59.999,914192106.7230763,490567.0,14729.638924,514598899.3123699,0.0
2021-01-06 09:00:00,34666.8,35200.0,33357.9,34918.53,21063.050567,2021-01-06 12:59:59.999,725343211.045219,438644.0,10020.723687,345299317.3863112,0.0
2021-01-06 13:00:00,34918.54,35088.0,34052.42,34566.19,18644.311939,2021-01-06 16:59:59.999,643936817.9030052,416338.0,8913.581748,307940703.7863554,0.0
2021-01-06 17:00:00,34566.18,35695.0,34372.92,34816.72,18876.49598,2021-01-06 20:59:59.999,661674596.5122433,405455.0,9048.37971,317388606.4512341,0.0
2021-01-06 21:00:00,34818.95,36939.21,34280.0,36769.36,26623.023955,2021-01-07 00:59:59.999,953406939.0030518,538752.0,13050.518244,467823444.45393646,0.0
