,OpenTime,TRX-USD_Open,TRX-USD_High,TRX-USD_Low,TRX-USD_Close,TRX-USD_volume,CloseTime,TRX-QuoteAssetVolume,TRX-NumberOfTrades,TRX-TBBAV,TRX-TBQAV,TRX-ignore
39,2022-02-09 01:00:00,0.06808,0.07004,0.06735,0.06991,1299493837.8,2022-02-10 00:59:59.999,89499960.205868,155434.0,659411611.9,45418532.044756,0.0
40,2022-02-10 01:00:00,0.06991,0.07165,0.06837,0.0685,1631532092.6,2022-02-11 00:59:59.999,114262550.024635,234140.0,843675588.7,59093897.785476,0.0
41,2022-02-11 01:00:00,0.0685,0.0685,0.06337,0.06399,1666467885.8,2022-02-12 00:59:59.999,110359837.319291,191809.0,819123926.6,54241618.93855,0.0
42,2022-02-12 01:00:00,0.06399,0.06507,0.06216,0.06352,1439122189.3,2022-02-13 00:59:59.999,91799751.976345,148460.0,726916316.3,46378061.443047,0.0
43,2022-02-13 01:00:00,0.06352,0.06503,0.06316,0.06427,1383448320.2,2022-02-14 00:59:59.999,88798306.553538,107317.0,716942028.0,46018179.747802,0.0
44,2022-02-14 01:00:00,0.06427,0.06543,0.06328,0.06442,1274185471.1,2022-02-15 00:59:59.999,81758599.437391,132140.0,636963175.2,40886783.902101,0.0
45,2022-02-15 01:00:00,0.06441,0.067,0.06437,0.06685,1352162335.2,2022-02-16 00:59:59.999,89395432.180903,143596.0,724006414.1,47857189.310197,0.0
46,2022-02-16 01:00:00,0.06686,0.06693,0.0655,0.0664,1080430061.4,2022-02-17 00:59:59.999,71625161.452086,123656.0,557830186.8,36986005.339848,0.0
47,2022-02-17 01:00:00,0.06641,0.06712,0.06206,0.06249,1482815072.2,2022-02-18 00:59:59.999,96226993.800542,160628.0,746149631.7,48447098.926546,0.0
48,2022-02-18 01:00:00,0.06249,0.06411,0.06208,0.06306,1492712895.5,2022-02-19 00:59:59.999,94301518.433061,140857.0,745659680.9,47102743.341852,0.0
49,2022-02-19 01:00:00,0.06306,0.06439,0.06288,0.06348,1243122522.0,2022-02-20 00:59:59.999,79321509.805645,123216.0,653292523.8,41690993.397705,0.0
50,2022-02-20 01:00:00,0.06348,0.06356,0.06103,0.06199,1624256236.5,2022-02-21 00:59:59.999,100717538.811949,131630.0,828994537.6,51406574.359162,0.0
51,2022-02-21 01:00:00,0.06199,0.06369,0.05928,0.05954,2174590565.6,2022-02-22 00:59:59.999,135216563.691138,185459.0,1083826213.7,67422769.165727,0.0
52,2022-02-22 01:00:00,0.05954,0.06276,0.0591,0.06265,2012415605.7,2022-02-23 00:59:59.999,122548450.982354,177447.0,1025585095.9,62470446.034485,0.0
53,2022-02-23 01:00:00,0.06264,0.06388,0.0607,0.06081,1644851328.2,2022-02-24 00:59:59.999,103281966.799898,154918.0,857255587.4,53840049.393501,0.0
54,2022-02-24 01:00:00,0.0608,0.06192,0.05612,0.0611,2680142979.8,2022-02-25 00:59:59.999,157472347.41119,292686.0,1323492840.9,77797372.941911,0.0
55,2022-02-25 01:00:00,0.06109,0.06281,0.0554,0.05943,3173392364.9,2022-02-26 00:59:59.999,188298087.4109,333397.0,1598841196.3,94925468.378419,0.0
56,2022-02-26 01:00:00,0.05944,0.06161,0.05872,0.05961,1928230861.4,2022-02-27 00:59:59.999,115626017.962871,213048.0,986219606.3,59135537.731665,0.0
57,2022-02-27 01:00:00,0.05961,0.06077,0.05738,0.05807,1480352652.2,2022-02-28 00:59:59.999,87910770.749261,171354.0,711540474.4,42266345.084776,0.0
58,2022-02-28 01:00:00,0.05808,0.06277,0.05743,0.06176,1492800339.8,2022-03-01 00:59:59.999,88491882.120947,182795.0,798199903.7,47337184.970344,0.0
59,2022-03-01 01:00:00,0.06176,0.06283,0.06101,0.06219,1410581955.6,2022-03-02 00:59:59.999,87216541.250764,168959.0,706706612.0,43702324.843353,0.0
60,2022-03-02 01:00:00,0.0622,0.06292,0.06079,0.06153,1364084861.3,2022-03-03 00:59:59.999,84455442.776802,148278.0,682309936.4,42254797.983655,0.0
61,2022-03-03 01:00:00,0.06153,0.06162,0.05912,0.05995,1170863043.4,2022-03-04 00:59:59.999,70751659.371733,126521.0,592032480.0,35780994.205767,0.0
62,2022-03-04 01:00:00,0.05996,0.06021,0.0575,0.05829,1404191923.5,2022-03-05 00:59:59.999,82572116.352596,139652.0,708285481.6,41650659.320054,0.0
63,2022-03-05 01:00:00,0.05829,0.06091,0.05771,0.06037,1004176906.2,2022-03-06 00:59:59.999,59455661.051453,115707.0,509408206.2,30157345.446238,0.0
64,2022-03-06 01:00:00,0.06037,0.06089,0.05868,0.05889,1009504199.5,2022-03-07 00:59:59.999,60511035.248514,107766.0,495877300.1,29732625.910004,0.0
65,2022-03-07 01:00:00,0.05889,0.06061,0.05782,0.05859,1126941770.3,2022-03-08 00:59:59.999,66565506.490927,120326.0,569962149.1,33677131.064743,0.0
66,2022-03-08 01:00:00,0.05859,0.06111,0.05846,0.06054,1400398681.0,2022-03-09 00:59:59.999,84456401.276803,134956.0,698655169.4,42137589.256171,0.0
67,2022-03-09 01:00:00,0.06054,0.06263,0.06035,0.0608,1518100539.2,2022-03-10 00:59:59.999,93347725.230038,163556.0,795887326.6,48938152.865464,0.0
68,2022-03-10 01:00:00,0.0608,0.06085,0.05785,0.05989,1732867238.9,2022-03-11 00:59:59.999,102306324.389959,154046.0,892525704.0,52696014.744198,0.0
69,2022-03-11 01:00:00,0.05989,0.06089,0.05897,0.06022,1355529610.2,2022-03-12 00:59:59.999,81326256.365651,124185.0,701304879.1,42076493.87801,0.0
70,2022-03-12 01:00:00,0.06022,0.06073,0.05956,0.05967,801323675.4,2022-03-13 00:59:59.999,48055157.214316,83708.0,408175243.1,24477279.947059,0.0
71,2022-03-13 01:00:00,0.05967,0.06028,0.05892,0.05931,801855246.4,2022-03-14 00:59:59.999,47937099.739645,84846.0,414373363.3,24772658.563378,0.0
72,2022-03-14 01:00:00,0.0593,0.06043,0.0589,0.06007,1061489473.6,2022-03-15 00:59:59.999,63615125.000494,94826.0,559738376.9,33547333.383195,0.0
73,2022-03-15 01:00:00,0.06007,0.06066,0.05956,0.0605,995932338.3,2022-03-16 00:59:59.999,59869942.402578,102708.0,532028081.6,31984042.511561,0.0
74,2022-03-16 01:00:00,0.0605,0.06154,0.05941,0.06107,1377940873.5,2022-03-17 00:59:59.999,83323753.050576,130336.0,717942061.7,43414826.403335,0.0
75,2022-03-17 01:00:00,0.06107,0.06112,0.06056,0.06071,808225631.6,2022-03-18 00:59:59.999,49174233.77828,86114.0,409795895.8,24932353.451777,0.0
76,2022-03-18 01:00:00,0.06072,0.06183,0.06005,0.06162,905420804.1,2022-03-19 00:59:59.999,54892146.185754,94800.0,469585266.3,28469186.65576,0.0
77,2022-03-19 01:00:00,0.06162,0.06216,0.06124,0.06191,909850420.4,2022-03-20 00:59:59.999,56145521.498415,93977.0,467886128.7,28874554.977628,0.0
78,2022-03-20 01:00:00,0.06191,0.06246,0.06083,0.06156,1559785143.5,2022-03-21 00:59:59.999,96049079.557187,136724.0,775892948.3,47783946.575092,0.0
79,2022-03-21 01:00:00,0.06155,0.06186,0.06075,0.06177,1558435732.3,2022-03-22 00:59:59.999,95740938.744802,132717.0,794203338.1,48792093.995785,0.0
80,2022-03-22 01:00:00,0.06177,0.06394,0.06161,0.06344,1638397049.5,2022-03-23 00:59:59.999,103229551.548202,168743.0,859641008.9,54163619.291642,0.0
81,2022-03-23 01:00:00,0.06343,0.06488,0.06317,0.06431,1330267567.3,2022-03-24 00:59:59.999,85160261.79557,163556.0,687604975.2,44021323.937655,0.0
82,2022-03-24 01:00:00,0.06432,0.06594,0.06376,0.06564,1493162200.0,2022-03-25 00:59:59.999,96838691.234981,186411.0,776557688.1,50364474.066454,0.0
