,OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore
0,2022-01-01 01:00:00,3676.22,3730.0,3676.22,3723.04,9023.374,2022-01-01 01:59:59.999,33430053.335683,21702.0,4552.4363,16864789.87679,0.0
1,2022-01-01 02:00:00,3723.04,3748.45,3714.1,3724.89,8997.7569,2022-01-01 02:59:59.999,33572623.190461,21666.0,4156.575,15508157.024431,0.0
2,2022-01-01 03:00:00,3724.88,3738.47,3722.23,3728.32,5028.4531,2022-01-01 03:59:59.999,18757311.255541,13886.0,2224.3701,8297763.542962,0.0
3,2022-01-01 04:00:00,3728.41,3737.0,3721.84,3723.96,3543.1853,2022-01-01 04:59:59.999,13211030.720536,11475.0,1757.2116,6552446.104949,0.0
4,2022-01-01 05:00:00,3723.96,3728.07,3707.24,3708.21,6117.282,2022-01-01 05:59:59.999,22732081.677614,14222.0,3308.0933,12291668.230392,0.0
5,2022-01-01 06:00:00,3708.2,3765.27,3702.84,3735.61,9353.2056,2022-01-01 06:59:59.999,34969772.63518,23848.0,5086.5058,19008969.454698,0.0
6,2022-01-01 07:00:00,3735.6,3742.67,3708.33,3711.92,5239.0026,2022-01-01 07:59:59.999,19525359.243837,13746.0,2525.8165,9414140.6244,0.0
7,2022-01-01 08:00:00,3711.93,3724.93,3701.0,3715.31,6541.6499,2022-01-01 08:59:59.999,24286038.021862,17918.0,3431.6561,12740113.730689,0.0
8,2022-01-01 09:00:00,3715.32,3733.84,3708.6,3721.4,4013.6403,2022-01-01 09:59:59.999,14934292.985917,13856.0,2095.3761,7796329.677569,0.0
9,2022-01-01 10:00:00,3721.14,3730.0,3709.38,3718.67,4515.6636,2022-01-01 10:59:59.999,16803125.774547,14268.0,2212.0093,8229750.294805,0.0
10,2022-01-01 11:00:00,3718.67,3731.88,3673.46,3691.39,10412.4737,2022-01-01 11:59:59.999,38510468.901812,27897.0,4949.8277,18313664.694214,0.0
11,2022-01-01 12:00:00,3691.39,3712.19,3691.02,3693.37,4786.2173,2022-01-01 12:59:59.999,17719693.150087,15708.0,2436.7335,9022144.218042,0.0
